game_id,names,min_players,max_players,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,weight
8107,Risk: The Lord of the Rings Trilogy Edition,2,4,180,180,2003,6.48045,6.1102300000000005,2893,9,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling",6049,"Adventure, Fantasy, Movies / TV / Radio theme, Novel-based, Wargame","Stephen Baker, Barry Yearsley",2.3405
80006,Mord im Arosa,2,6,30,30,2010,6.59466,6.1098300000000005,1446,10,Memory,1693,"Action / Dexterity, Murder/Mystery, Party Game",Alessandro Zucchini,1.4565
35572,Strozzi,3,6,60,60,2008,6.740810000000001,6.10963,1075,10,"Commodity Speculation, Set Collection",1502,"Nautical, Renaissance",Reiner Knizia,2.2404
195372,Krazy Wordz,3,7,45,45,2016,7.47658,6.10958,499,16,Simultaneous Action Selection,861,"Party Game, Word Game","Dirk Baumann, Thomas Odenhoven, Matthias Schmitt",1.1176
1037,Deadlands: Doomtown,2,6,45,45,1998,7.28367,6.109380000000001,618,10,"Hand Management, Modular Board, Variable Player Powers",886,"American West, Card Game, City Building, Collectible Components, Fantasy, Fighting, Horror",Dave Williams (II),3.0169
19841,Pentago,2,2,5,5,2005,6.4093800000000005,6.10919,2573,8,"Pattern Building, Pattern Recognition",4375,Abstract Strategy,Tomas Flodén,1.8704
95105,1st & Goal,2,4,120,150,2011,6.6178300000000005,6.10887,1343,13,"Dice Rolling, Simultaneous Action Selection",2154,"Card Game, Dice, Sports",Stephen Glenn,1.8265
71655,Wok Star,1,4,60,60,2010,6.795560000000001,6.10834,986,10,"Co-operative Play, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",1603,Real-time,Tim Fowers,2.0339
193557,Android: Mainframe,2,4,15,30,2016,6.76175,6.1079099999999995,1056,12,"Area Enclosure, Card Drafting, Take That, Variable Player Powers",2071,Abstract Strategy,"Jordi Gené, Gregorio Morales",1.8846
160081,Dungeon Saga: Dwarf King's Quest,2,5,30,120,2015,7.368539999999999,6.10785,733,10,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",2168,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Jake Thornton,2.5405
55253,Atlantis,2,4,45,45,2009,6.526269999999999,6.10754,1648,10,"Hand Management, Modular Board",1928,Mythology,Leo Colovini,1.8389
27356,Portobello Market,2,4,35,35,2007,6.40388,6.10719,2299,8,"Area Control / Area Influence, Area Movement",2819,Abstract Strategy,Thomas Odenhoven,2.0442
23686,GiftTRAP,3,8,60,60,2006,6.4403,6.10717,2292,8,"Simultaneous Action Selection, Voting",2794,"Humor, Party Game",Nick Kellet,1.2511
109779,Garden Dice,2,4,60,60,2012,6.71678,6.10682,1118,13,"Dice Rolling, Set Collection, Tile Placement",1742,"Dice, Farming",Doug Bass,2.1194
6068,Queen's Necklace,2,4,30,45,2003,6.444459999999999,6.10652,2161,8,"Betting/Wagering, Commodity Speculation, Hand Management, Set Collection",3236,"Age of Reason, Bluffing, Card Game, Novel-based","Bruno Cathala, Bruno Faidutti",1.9028
122,Quo Vadis?,3,5,45,45,1992,6.44798,6.106319999999999,1985,12,"Point to Point Movement, Trading, Voting",2604,"Ancient, Negotiation, Political",Reiner Knizia,2.0725
140951,Thunderstone: Starter Set,2,5,45,60,2013,6.99476,6.106240000000001,784,12,"Card Drafting, Deck / Pool Building, Hand Management",1908,"Card Game, Fantasy","Curt Crane, Mike Elliott, Jeff Quick",2.2857
25951,The Castle of the Devil,4,8,20,40,2010,6.46263,6.10585,2087,10,"Hand Management, Role Playing, Variable Player Powers",3053,"Bluffing, Card Game, Deduction, Fighting, Party Game","Michael Palm, Lukas Zach",1.9737
31291,España 1936,2,2,180,180,2007,7.2666699999999995,6.10581,622,14,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation",1026,"Civil War, Wargame",Antonio Catalán,2.8113
177354,Frostgrave,2,8,60,120,2015,8.09343,6.105659999999999,409,12,"Action Point Allowance System, Dice Rolling, Role Playing, Variable Player Powers",1064,"Book, Dice, Fantasy, Fighting, Miniatures",Joseph McCullough,2.75
136000,Rivet Wars: Eastern Front,2,2,30,30,2013,7.158689999999999,6.105119999999999,729,14,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",2311,"Miniatures, Wargame","Bill Podurgiel, Ted Terranova",2.4375
220792,The Expanse Board Game,2,4,60,60,2017,7.3178600000000005,6.1048599999999995,572,14,"Action Point Allowance System, Area Control / Area Influence, Campaign / Battle Card Driven, Variable Player Powers",1388,"Movies / TV / Radio theme, Novel-based, Science Fiction",Geoff Engelstein,2.8182
130486,Small City,1,4,60,120,2015,7.58483,6.10444,460,12,"Area Control / Area Influence, Simulation, Variable Player Powers",949,"City Building, Economic, Territory Building",Alban Viard,3.9556
141090,Kohle & Kolonie,3,5,150,180,2013,7.475460000000001,6.10401,479,12,Auction/Bidding,754,"Economic, Industry / Manufacturing","Lin Lutke-Glanemann, Thomas Spitzer",3.8519
4688,Angola,2,4,480,480,1988,8.01025,6.1035900000000005,366,0,"Area Control / Area Influence, Campaign / Battle Card Driven, Partnerships, Secret Unit Deployment",790,"Civil War, Modern Warfare, Wargame",Phil Kendall,3.0976
147537,Malifaux (second edition),2,2,90,120,2013,8.26055,6.103330000000001,346,0,"Action Point Allowance System, Area Control / Area Influence, Hand Management, Variable Player Powers",675,"Collectible Components, Fantasy, Horror, Miniatures, Science Fiction","Matt Anderson, Nathan Caroland, Redd Cohen, Aaron Darland, Justin Gibbs, David Hanold, Eric Johns, Mack Martin, Dan Weber",3.8333
149809,Escape: Zombie City,2,4,15,15,2014,6.91827,6.10269,900,10,"Co-operative Play, Dice Rolling, Pick-up and Deliver",2441,"Dice, Real-time, Zombies",Kristian Amundsen Østby,1.75
35614,Where There Is Discord: War in the South Atlantic,1,1,240,240,2009,7.96117,6.10238,375,0,"Dice Rolling, Simulation",897,"Modern Warfare, Nautical, Political, Wargame",Daniel Hodges (I),3.0725
16,MarraCash,3,4,60,60,1996,6.83212,6.10236,898,12,Auction/Bidding,1073,Economic,Stefan Dorra,2.1522
23817,1861: The Railways of the Russian Empire,3,6,360,360,2006,7.55848,6.1023,455,12,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",628,"Economic, Trains",Ian D. Wilson,4.2254
143176,Steam Works,2,5,90,120,2015,7.11808,6.10203,678,12,"Card Drafting, Tile Placement, Variable Player Powers, Worker Placement",1737,"Industry / Manufacturing, Science Fiction",Alex Churchill,3.1944
34615,New World: A Carcassonne Game,2,5,45,45,2008,6.46978,6.10118,1986,8,"Area Control / Area Influence, Tile Placement",3256,"City Building, Exploration",Klaus-Jürgen Wrede,2.0606
177939,Marvel Dice Masters: The Amazing Spider-Man,2,2,60,60,2015,7.5909699999999996,6.1009400000000005,468,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",1425,"Collectible Components, Comic Book / Strip, Dice, Fighting","Mike Elliott, Eric M. Lang",1.875
3202,RAF,1,1,180,180,1986,7.3484,6.10047,546,12,Campaign / Battle Card Driven,1212,"Aviation / Flight, Wargame, World War II",John H. Butterfield,3.1125
520,Axis & Allies: Europe,2,4,210,210,1999,6.51555,6.09851,2324,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships",3815,"Wargame, World War II","Larry Harris, Jr.",2.8425
139952,Clockwork Wars,2,4,90,90,2015,7.72505,6.0982400000000005,436,13,"Area Control / Area Influence, Modular Board, Secret Unit Deployment, Variable Player Powers, Worker Placement",918,"Civilization, Fantasy, Territory Building, Wargame",Hassan Lopez,3.0714
164812,Roll For It! Deluxe Edition,2,8,30,30,2014,6.664960000000001,6.09805,1340,8,"Dice Rolling, Press Your Luck",3124,Dice,Chris Leder,1.0893
187700,GKR: Heavy Hitters,1,4,60,120,2018,8.15887,6.09781,449,12,"Action / Movement Programming, Area Control / Area Influence, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Take That",1240,"Miniatures, Modern Warfare, Science Fiction, Wargame",Matt Hyra,2.8261
153623,Limes,1,2,20,20,2014,6.95759,6.097659999999999,782,8,"Pattern Building, Tile Placement",1398,"Card Game, City Building, Puzzle",Martyn F,1.8056
11168,Flames of War: The World War II Miniatures Game,2,2,120,120,2002,7.0926,6.0976300000000005,775,14,"Dice Rolling, Modular Board, Point to Point Movement, Simulation, Variable Player Powers",1364,"Collectible Components, Miniatures, Vietnam War, Wargame, World War II",Phil Yates,3.2762
2516,Man O' War,2,4,180,180,1993,7.13818,6.09731,702,12,"Dice Rolling, Variable Phase Order, Variable Player Powers",985,"Fantasy, Miniatures, Nautical, Wargame","Andy Jones, Bill King, Nigel Stillman",2.6613
96792,The Road to Canterbury,2,3,60,60,2011,6.89942,6.09626,838,10,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection",1329,"Humor, Medieval, Religious",Alf Seegert,2.253
204184,Risk Europe,2,4,45,180,2015,7.61828,6.0962,575,14,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Player Elimination",1701,"Dice, Economic, Fighting, Medieval, Territory Building, Wargame",Austin Rucker,2.6522
692,Wizard Kings,2,7,150,150,2000,6.71762,6.09609,1122,12,"Dice Rolling, Hex-and-Counter, Modular Board, Secret Unit Deployment, Variable Player Powers",1901,"Fantasy, Wargame","Tom Dalgliesh, Grant Dalgliesh",2.6711
130882,Cardline: Animals,2,8,15,15,2012,6.60067,6.09596,1356,7,none,2351,"Animals, Card Game, Educational",Frédéric Henry,1.1607
18985,Battleground,2,2,60,60,2005,6.95942,6.094530000000001,889,12,"Action Point Allowance System, Dice Rolling",1566,"Ancient, Card Game, Fantasy, Fighting, Wargame","Robert Dougherty, Chad Ellis, Darwin Kastle",2.8362
147,Crude: The Oil Game,2,4,90,90,1974,6.76735,6.094519999999999,975,13,"Commodity Speculation, Dice Rolling, Tile Placement",1694,"Economic, Industry / Manufacturing",James J. St. Laurent,2.7347
3439,HeroClix,2,2,60,60,2002,6.50345,6.09335,2194,10,"Action Point Allowance System, Dice Rolling, Variable Player Powers",3342,"Collectible Components, Comic Book / Strip, Dice, Fighting, Miniatures","Monte Cook, Jeff Grubb, Seth Johnson, Jon Leitheusser, Jeff Quick, Jordan Weisman",2.7946
24762,Medici vs Strozzi,2,2,30,30,2006,6.51715,6.09301,1583,10,"Auction/Bidding, Set Collection",1864,"Economic, Renaissance",Reiner Knizia,2.4513
19301,Mesopotamia,2,4,45,45,2005,6.54751,6.09299,1501,10,"Action Point Allowance System, Modular Board, Pick-up and Deliver, Point to Point Movement",2092,"Ancient, Civilization",Klaus-Jürgen Wrede,2.4365
100679,Ultimate Warriorz,2,8,30,30,2011,6.85199,6.09295,883,8,"Dice Rolling, Grid Movement, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",1345,"Fantasy, Fighting, Humor, Party Game",Guillaume Blossier,1.3077
90870,Pelican Cove,1,5,30,30,2011,6.760510000000001,6.0929,978,8,Pattern Recognition,1161,"Puzzle, Real-time",Lauge Luchau,1.8095
39336,Mégawatts,2,6,120,120,2008,7.9024,6.09275,355,14,"Auction/Bidding, Route/Network Building",575,"Economic, Industry / Manufacturing",Friedemann Friese,3.12
191004,My First Stone Age,2,4,15,15,2016,6.7847100000000005,6.09203,998,5,"Memory, Set Collection",2191,"Children's Game, Memory, Prehistoric",Marco Teubner,1.2
3967,Battlefleet Gothic,2,4,180,180,1999,6.96672,6.09066,876,12,"Area Movement, Variable Player Powers",1233,"Miniatures, Science Fiction",Andy Chambers,2.9065
43307,Baltimore & Ohio,3,6,120,120,2009,7.232239999999999,6.09065,554,13,"Route/Network Building, Stock Holding",870,"Economic, Trains, Transportation",Eddie Robbins,3.7656
132428,BioShock Infinite: The Siege of Columbia,2,4,60,60,2013,6.9112,6.09049,868,13,"Area Control / Area Influence, Area Movement, Betting/Wagering, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",2629,"Fighting, Miniatures, Video Game Theme",Isaac Vega,2.8696
3041,Panzergruppe Guderian,2,2,180,300,1976,7.2748800000000005,6.09023,610,14,"Dice Rolling, Hex-and-Counter",1394,"Wargame, World War II",Jim Dunnigan,2.8706
84465,Ottoman Sunset,1,1,30,30,2010,7.381819999999999,6.0900099999999995,553,13,"Action Point Allowance System, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",1117,"Wargame, World War I",Darin A. Leviloff,2.0
714,Talisman,2,6,240,240,1983,6.37489,6.08879,4594,9,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",5766,"Adventure, Exploration, Fantasy, Fighting",Robert Harris,2.1816
5620,Vietnam 1965-1975,2,2,360,360,1984,7.389419999999999,6.08855,584,12,"Hex-and-Counter, Secret Unit Deployment, Simulation",1743,"Modern Warfare, Vietnam War, Wargame",Nick Karp,4.2583
198190,Kepler-3042,1,4,60,90,2016,7.49776,6.08833,512,14,Grid Movement,966,"Economic, Science Fiction, Space Exploration",Simone Cerruti Sola,3.5312
129736,Kakerlakenpoker Royal,2,6,15,25,2012,6.824730000000001,6.08778,927,8,"Hand Management, Set Collection",1746,"Bluffing, Card Game",Jacques Zeimet,1.1622
167698,Magic: The Gathering – Arena of the Planeswalkers,2,5,60,60,2015,6.4784,6.08704,2119,10,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships",7721,"Fantasy, Miniatures, Wargame","James D'Aloisio, Ethan Fleischer, Craig Van Ness",2.3038
38548,Fast Flowing Forest Fellers,2,5,30,30,2008,6.52263,6.08671,1471,8,"Hand Management, Modular Board, Point to Point Movement",1700,"Racing, Sports",Friedemann Friese,1.5294
135281,Serenissima (second edition),2,4,90,90,2012,6.99735,6.08628,750,13,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships, Pick-up and Deliver, Trading",1444,"Economic, Nautical, Renaissance",Dominique Ehrhard,2.9057
8924,Dancing Eggs,2,4,10,10,2003,6.4408,6.08626,1894,5,Dice Rolling,3296,"Action / Dexterity, Children's Game, Dice, Humor, Party Game",Roberto Fraga,1.0503
227460,Hannibal & Hamilcar,2,2,40,200,2018,8.79854,6.08561,280,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",1247,"Ancient, Card Game, Miniatures, Political, Wargame","Mark Simonitch, Jaro Andruszkiewicz",4.0588
11945,Linq,4,8,45,45,2004,6.8787899999999995,6.08517,817,10,"Partnerships, Pattern Recognition, Voting",1338,"Party Game, Spies/Secret Agents, Word Game","Andrea Meyer, Erik Nielsen",1.4225
58,Kings & Things,2,4,120,120,1986,6.53855,6.08499,1535,12,"Area Control / Area Influence, Area Movement, Hex-and-Counter, Modular Board, Secret Unit Deployment",3081,"Bluffing, Exploration, Fantasy, Territory Building, Wargame","Doug Kaufman, Robert J. Kuntz, Tom Wham",2.6519
118610,Santa Cruz,2,4,45,45,2012,6.71633,6.08432,1046,8,"Hand Management, Point to Point Movement",1295,"Exploration, Transportation",Marcel-André Casasola Merkle,2.1975
11949,Shifting Sands,2,2,240,240,2006,7.30312,6.08396,535,12,"Campaign / Battle Card Driven, Hand Management, Point to Point Movement",1002,"Wargame, World War II",Michael Rinella,3.181
117960,Saint Malo,2,5,45,45,2012,6.47993,6.08389,1610,9,"Dice Rolling, Line Drawing",2757,"City Building, Dice","Inka Brand, Markus Brand",1.9184
1770,Aliens,1,9,90,90,1989,7.233789999999999,6.08306,668,10,"Co-operative Play, Dice Rolling, Variable Player Powers",871,"Fighting, Horror, Movies / TV / Radio theme, Science Fiction","David McKenzie, Barry Nakazono",2.2344
140125,Fallen,2,2,90,90,2014,8.07109,6.08284,443,14,"Dice Rolling, Hand Management, Storytelling",811,"Card Game, Dice, Exploration, Fantasy","Tom W. Green, III, Stephen C. Smith",3.069
18500,Sator Arepo Tenet Opera Rotas,2,4,60,60,2008,6.91073,6.08274,791,8,"Action Point Allowance System, Modular Board, Tile Placement",936,"Fantasy, Maze, Racing","Enrico Pesce, Federica Rinaldi",2.4103
112373,BraveRats,2,2,15,15,2011,6.4862,6.082269999999999,1669,8,Simultaneous Action Selection,3105,"Card Game, Fantasy",Seiji Kanai,1.1494
759,Turning Point: Stalingrad,2,2,180,180,1989,7.19913,6.0810699999999995,636,12,Area-Impulse,1529,"Wargame, World War II",Don Greenwood,3.3269
223049,Custom Heroes,2,6,45,45,2017,6.962280000000001,6.081,781,14,"Hand Management, Trick-taking",1530,"Card Game, Fantasy",John D. Clair,1.2857
8124,Industria,3,4,60,60,2003,6.48535,6.08098,1710,10,"Auction/Bidding, Hand Management",2219,"Economic, Industry / Manufacturing",Michael Schacht,2.6779
7866,10 Days in the USA,2,4,30,30,2003,6.459280000000001,6.08079,1791,10,"Hand Management, Route/Network Building, Tile Placement",2346,"Educational, Travel","Alan R. Moon, Aaron Weissblum",1.4053
40398,Monopoly Deal Card Game,2,5,15,15,2008,6.2579400000000005,6.08019,6403,8,"Hand Management, Set Collection",11757,"Card Game, Economic","(Uncredited), Katharine Chapman",1.3304
433,Shark,2,6,90,90,1987,6.6493199999999995,6.0798,1190,12,"Commodity Speculation, Dice Rolling, Stock Holding",1679,Economic,H. Jean Vanaise,2.2245
63091,Space Hulk (second edition),2,2,90,90,1996,7.445530000000001,6.0795,501,10,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",855,"Fighting, Miniatures, Science Fiction","Dean Bass, Andy Chambers, Chris Colston, Richard Halliwell, Jervis Johnson, Andy Jones, Paul Murphy",2.6562
180199,"Colonial Twilight: The French-Algerian War, 1954-62",1,2,90,300,2017,8.010060000000001,6.07911,356,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Phase Order, Variable Player Powers",1333,"Modern Warfare, Wargame",Brian Train,3.52
85250,The Dwarf King,3,5,40,40,2011,6.55348,6.07899,1418,10,Trick-taking,2415,"Bluffing, Card Game, Fantasy",Bruno Faidutti,1.4545
202977,Cytosis: A Cell Biology Board Game,2,5,60,90,2017,7.34894,6.07863,606,10,"Dice Rolling, Press Your Luck, Set Collection, Worker Placement",1916,"Economic, Educational, Fantasy, Industry / Manufacturing, Medical",John Coveyou,2.4583
265,Intrigue,3,5,45,45,1994,6.3711199999999995,6.07841,2296,14,"Area Control / Area Influence, Auction/Bidding",3308,"Negotiation, Renaissance",Stefan Dorra,1.9593
225818,Mini Rails,3,5,40,60,2017,7.04121,6.07829,668,13,"Modular Board, Route/Network Building, Stock Holding",710,"Economic, Trains",Mark Gerrits,2.3846
22398,10 Days in Asia,2,4,25,25,2007,6.692410000000001,6.0774,1055,10,"Hand Management, Route/Network Building, Tile Placement",1274,"Educational, Travel","Alan R. Moon, Aaron Weissblum",1.4327
200454,Planetarium,1,4,45,45,2017,7.1391100000000005,6.077380000000001,660,10,"Grid Movement, Hand Management, Set Collection",1453,"Educational, Science Fiction, Space Exploration",Stéphane Vachon,2.0769
169464,Defenders of the Last Stand,1,5,120,120,2016,7.635680000000001,6.07735,431,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",1096,"Adventure, Dice, Fighting, Miniatures","Richard Launius, Jason Maxwell",2.5714
3267,Pizarro & Co.,3,6,45,45,2002,6.5599300000000005,6.07681,1312,12,Auction/Bidding,1846,"Exploration, Renaissance",Thomas Lehmann,2.4493
198609,Fate of the Elder Gods,1,4,30,90,2017,7.388160000000001,6.07681,514,13,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Variable Player Powers, Worker Placement",1427,"Adventure, Dice, Horror, Miniatures, Mythology","Christopher Kirkman, Richard Launius, Darrell Louder",3.3
200890,Pixie Queen,2,5,60,120,2017,7.43447,6.076569999999999,535,12,"Auction/Bidding, Worker Placement",893,"Economic, Fantasy, Mythology",Rudy Seuntjens,3.2581
1425,Raid on St. Nazaire,1,1,180,180,1987,7.1006100000000005,6.07619,699,12,Point to Point Movement,1714,"Wargame, World War II","Robert G. Markham, Mark Seaman",2.9767
97915,Bios: Megafauna,1,4,60,120,2011,6.97075,6.07587,738,12,"Area Control / Area Influence, Card Drafting, Simulation, Variable Player Powers",1300,"Animals, Environmental, Prehistoric",Phil Eklund,3.6711
232988,The Castles of Burgundy: The Dice Game,1,5,15,30,2017,6.9702,6.07576,728,10,"Dice Rolling, Paper-and-Pencil",1823,"City Building, Dice, Economic, Medieval, Territory Building","Stefan Feld, Christoph Toussaint",1.7333
36367,Dust Tactics,2,4,30,30,2010,7.1814100000000005,6.0755099999999995,687,0,"Action Point Allowance System, Dice Rolling, Modular Board",1298,"Miniatures, Science Fiction, World War II","Paolo Parente, Olivier Zamfirescu",2.94
119637,Zug um Zug: Deutschland,2,5,30,60,2012,7.69915,6.0753900000000005,423,8,"Hand Management, Route/Network Building, Set Collection",861,"Trains, Travel",Alan R. Moon,1.9545
14808,Marvel Heroes,2,4,120,120,2006,6.39466,6.0747,2300,12,"Action Point Allowance System, Dice Rolling, Hand Management, Point to Point Movement, Set Collection, Variable Player Powers",3090,"Comic Book / Strip, Fighting, Miniatures","Roberto Di Meglio, Marco Maggi, Francesco Nepitello, Salvatore Pierucci",3.0712
166317,Time of Soccer,1,4,120,120,2014,7.69809,6.07415,414,12,"Dice Rolling, Set Collection, Simulation",512,"Economic, Sports",Lipschitzz,3.2308
1265,Mystery Rummy: Jekyll & Hyde,2,2,45,45,2001,6.63807,6.073980000000001,1176,10,"Hand Management, Set Collection",2194,"Card Game, Murder/Mystery",Mike Fitzgerald,1.5268
5205,G.E.V.,2,2,75,75,1978,6.93447,6.07385,786,12,Hex-and-Counter,1541,"Fighting, Science Fiction, Wargame",Steve Jackson (I),2.2653
2266,Gobblet,2,2,20,20,2000,6.58228,6.07381,1403,7,"Pattern Building, Pattern Recognition",2430,"Abstract Strategy, Memory",Thierry Denoual,1.8624
3409,The Napoleonic Wars,2,5,240,240,2002,7.0253,6.07345,724,12,Campaign / Battle Card Driven,1028,"Napoleonic, Wargame","Don Greenwood, Ben Knight, Mark McLaughlin",3.4608
40831,The Pillars of the Earth: Builders Duel,2,2,45,45,2009,6.58966,6.07299,1266,10,"Auction/Bidding, Card Drafting",2332,"Card Game, Economic, Medieval, Novel-based",Stefan Feld,2.1649
125311,Okiya,2,2,10,10,2012,6.649039999999999,6.07285,1145,7,Pattern Building,2165,Abstract Strategy,Bruno Cathala,1.2542
177249,The Manhattan Project: Chain Reaction,1,5,30,40,2016,6.602760000000001,6.072780000000001,1298,12,Hand Management,3150,"Card Game, Industry / Manufacturing, World War II",James Mathe,1.8919
169147,Letter Tycoon,2,5,30,30,2015,7.0709100000000005,6.07235,692,8,"Commodity Speculation, Hand Management, Set Collection, Variable Player Powers",1311,"Economic, Word Game",Brad Brooks,2.0
203430,Fuji Flush,3,8,10,20,2016,6.53863,6.07181,1386,7,"Hand Management, Take That",2186,"Card Game, Number",Friedemann Friese,1.0741
176565,Ninja Camp,2,4,15,30,2016,6.916810000000001,6.0716,803,14,"Hand Management, Modular Board, Variable Player Powers",1576,"Abstract Strategy, Card Game",Adam E. Daulton,1.6364
198830,"Heroes of Land, Air & Sea",1,4,120,180,2018,8.10833,6.07152,406,14,"Action Point Allowance System, Area Control / Area Influence, Take That, Variable Player Powers, Worker Placement",1008,"Exploration, Fantasy, Fighting, Medieval, Miniatures, Wargame",Scott Almes,3.1579
201248,Evolution: The Beginning,2,5,30,40,2016,6.8712100000000005,6.07116,859,8,"Action Point Allowance System, Hand Management, Simulation",2201,"Animals, Card Game, Educational, Environmental, Prehistoric",Dominic Crapuchettes,1.75
94389,Urbion,1,2,15,15,2012,6.89924,6.0708400000000005,798,13,Co-operative Play,1679,"Card Game, Fantasy",Shadi Torbey,1.875
38872,Jet Set,2,6,90,120,2008,6.77383,6.07083,911,12,"Card Drafting, Point to Point Movement, Route/Network Building",1045,"Aviation / Flight, Economic, Transportation, Travel",Kris Gould,2.5714
199793,Dokmus,2,4,20,40,2016,7.206119999999999,6.07019,577,10,"Area Control / Area Influence, Card Drafting, Grid Movement, Variable Player Powers",868,"Abstract Strategy, Mythology, Territory Building",Mikko Punakallio,2.1818
22551,Risk: Star Wars Original Trilogy Edition,2,5,120,120,2006,6.85677,6.0692900000000005,929,10,"Area Control / Area Influence, Area Movement, Dice Rolling, Secret Unit Deployment",1994,"Movies / TV / Radio theme, Science Fiction, Wargame","Rob Daviau, Dan Sanfilippo",2.1188
14083,Fire in the Sky: The Great Pacific War 1941-1945,2,2,300,300,2005,7.47935,6.06878,472,12,"Dice Rolling, Hex-and-Counter, Simulation",1076,"Wargame, World War II",Tetsuya Nakamura,3.1919
58602,Cable Car,2,6,45,45,2009,6.72227,6.06862,998,8,"Route/Network Building, Stock Holding, Tile Placement",1634,Trains,Dirk Henn,1.8406
19854,Federation Commander: Klingon Border,2,8,60,60,2005,7.37754,6.06832,531,12,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Simultaneous Action Selection",1016,"Movies / TV / Radio theme, Science Fiction, Wargame",Stephen V. Cole,3.36
135243,Triassic Terror,2,6,90,120,2013,7.0183100000000005,6.06799,678,14,"Area Control / Area Influence, Card Drafting",1188,"Animals, Prehistoric, Territory Building",Peter Hawes,2.8148
108722,Dreadfleet,2,10,60,60,2011,6.967280000000001,6.067740000000001,836,12,Dice Rolling,3148,"Fantasy, Fighting, Miniatures, Nautical, Pirates, Wargame",Phil Kelly,2.9394
189067,Cavern Tavern,1,6,60,120,2016,7.09847,6.06773,702,13,"Dice Rolling, Set Collection, Worker Placement",1529,"Dice, Fantasy","Vojkan Krstevski, Ivana Krstevski, Maja Matovska, Toni Toshevski",2.4583
39242,Black Friday,2,5,55,55,2010,6.612019999999999,6.0672,1203,12,"Betting/Wagering, Commodity Speculation, Simulation, Stock Holding",1458,Economic,Friedemann Friese,2.8041
17484,Silent War,1,2,120,120,2005,7.364260000000001,6.06646,554,12,"Chit-Pull System, Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",1422,"Nautical, Wargame, World War II",Brien J. Miller,3.3934
215312,Stop Thief!,2,4,30,60,2017,7.143160000000001,6.06621,653,10,"Co-operative Play, Hand Management, Memory, Point to Point Movement, Take That, Variable Player Powers",1620,"Deduction, Electronic","Rob Daviau, Robert Doyle, Justin D. Jacobson",1.5455
17449,Beowulf: The Legend,2,5,60,60,2005,6.38089,6.06595,2151,12,"Auction/Bidding, Card Drafting, Hand Management, Press Your Luck, Simultaneous Action Selection",2752,"Adventure, Fantasy, Mythology, Novel-based",Reiner Knizia,2.2459
206504,The Blood of an Englishman,2,2,20,30,2016,6.86583,6.06578,831,10,"Pattern Building, Variable Player Powers",2057,"Abstract Strategy, Card Game, Novel-based",Dan Cassar,1.6364
827,Attila,2,5,45,45,2000,6.50471,6.0657,1516,10,"Area Control / Area Influence, Stock Holding",1786,Ancient,Karl-Heinz Schmiel,2.5685
299,De Bellis Antiquitatis,2,6,60,60,1990,7.1649199999999995,6.06554,591,14,"Action Point Allowance System, Dice Rolling, Modular Board",898,"Ancient, Book, Medieval, Miniatures, Wargame","Philip C. Barker, Sue Laflin Barker, Richard Bodley Scott",2.8462
552,Bus,3,5,120,120,1999,6.92055,6.064830000000001,727,14,"Pick-up and Deliver, Worker Placement",757,Transportation,"Jeroen Doumen, Joris Wiersinga",3.0972
148290,Longhorn,2,2,15,15,2013,6.59095,6.06468,1180,8,"Area Control / Area Influence, Grid Movement, Set Collection",2033,"Abstract Strategy, American West, Animals",Bruno Cathala,1.7609
3234,Dschunke,3,4,45,60,2002,6.685289999999999,6.06396,1029,10,Auction/Bidding,1472,Economic,Michael Schacht,2.537
